Importer,Exporter,Count
Kuwait,Germany,200
Kuwait,Greece,1
Kuwait,Guyana,6
Kuwait,Hong Kong,8
Kuwait,Hungary,31
Kuwait,India,158
Kuwait,Indonesia,847
Kuwait,Iran (Islamic Republic of),2
Kuwait,Ireland,64
Kuwait,Italy,824
Kuwait,Japan,12
Kuwait,Jordan,143
Kuwait,Kyrgyzstan,1
Kuwait,Lao People's Democratic Republic,4
Kuwait,Lebanon,559
Kuwait,Malaysia,15
Kuwait,Mali,2
Kuwait,Micronesia (Federated States of),12
Kuwait,Netherlands,14363
Kuwait,Nicaragua,2
Kuwait,Oman,8
Kuwait,Poland,3
Kuwait,Portugal,8
Kuwait,Qatar,150
Kuwait,Saudi Arabia,133
Kuwait,Senegal,2
Kuwait,Sierra Leone,2
Kuwait,Singapore,161
Kuwait,Slovakia,10
Kuwait,South Africa,1624
Kuwait,Spain,401
Kuwait,Sri Lanka,23
Kuwait,Sudan,4
Kuwait,Suriname,22
Kuwait,Switzerland,813
Kuwait,Syrian Arab Republic,43
Kuwait,Taiwan,133
Kuwait,Thailand,3429
Kuwait,Tunisia,1
Kuwait,Turkey,5
Kuwait,United Arab Emirates,3541
Kuwait,United Kingdom,443
Kuwait,United States of America,4
Kuwait,Uzbekistan,3
Kuwait,Viet Nam,809
Kyrgyzstan,Azerbaijan,4
Kyrgyzstan,Belarus,8
Kyrgyzstan,Canada,1
Kyrgyzstan,China,11
Kyrgyzstan,Democratic Republic of the Congo,1
Kyrgyzstan,France,25
Kyrgyzstan,Germany,41
Kyrgyzstan,Indonesia,31
Kyrgyzstan,Italy,18
Kyrgyzstan,Kazakhstan,1
Kyrgyzstan,Kuwait,10
Kyrgyzstan,Netherlands,76
Kyrgyzstan,Russian Federation,13
Kyrgyzstan,Switzerland,6
Kyrgyzstan,Tajikistan,2
Kyrgyzstan,United Arab Emirates,34
Lao People's Democratic Republic,France,24
Lao People's Democratic Republic,Indonesia,8
Lao People's Democratic Republic,Philippines,2
Lao People's Democratic Republic,Switzerland,9
Lao People's Democratic Republic,Thailand,10
Latvia,China,29
Latvia,Israel,4
Latvia,Kyrgyzstan,19
Latvia,Russian Federation,40
Latvia,Singapore,5
Latvia,South Africa,12
Latvia,Switzerland,155
Latvia,Uruguay,2
Latvia,Zimbabwe,4
Lebanon,Austria,3
Lebanon,Bahrain,8
Lebanon,Belarus,10
Lebanon,Belgium,2
Lebanon,Brazil,4
Lebanon,Canada,1
Lebanon,China,5
Lebanon,Czech Republic,188
Lebanon,Democratic Republic of the Congo,2
Lebanon,Estonia,6
Lebanon,France,327
Lebanon,Germany,97
Lebanon,Ghana,3
Lebanon,Indonesia,100
Lebanon,Iran (Islamic Republic of),1
Lebanon,Iraq,1
Lebanon,Italy,29
Lebanon,Japan,7
Lebanon,Jordan,8
Lebanon,Kuwait,9
Lebanon,Netherlands,944
Lebanon,Oman,1
Lebanon,Philippines,41
Lebanon,Qatar,9
Lebanon,Saudi Arabia,2
Lebanon,Senegal,1
Lebanon,South Africa,2865
Lebanon,Spain,9
Lebanon,Switzerland,165
Lebanon,Syrian Arab Republic,2
Lebanon,Thailand,3
Lebanon,United Arab Emirates,41
Lebanon,United Kingdom,46
Lebanon,Uruguay,1
Lebanon,Zambia,2
Liberia,Switzerland,1
Libya,Bangladesh,1
Libya,Belgium,19
Libya,Czech Republic,11
Libya,France,7
Libya,Germany,4
Libya,Iraq,1
Libya,Italy,2
Libya,Jordan,7
Libya,Mali,1
Libya,Malta,6
Libya,Niger,1
Libya,Qatar,2
Libya,Saudi Arabia,2
Libya,South Africa,2
Libya,Switzerland,12
Libya,United Arab Emirates,30
Liechtenstein,France,7
Liechtenstein,Germany,11
Liechtenstein,Italy,4
Lithuania,Belarus,4
Lithuania,Cameroon,3
Lithuania,Canada,8
Lithuania,Indonesia,2
Lithuania,Israel,2
Lithuania,Kyrgyzstan,1
Lithuania,Norway,6
Lithuania,Russian Federation,31
Lithuania,Serbia,1
Lithuania,Switzerland,96
Lithuania,Thailand,2
Lithuania,United Kingdom,1
Lithuania,Virgin Islands (British),1
Luxembourg,Belarus,2
Luxembourg,Brazil,23
Luxembourg,Cameroon,1
Luxembourg,Canada,15
Luxembourg,China,70
Luxembourg,Greenland,1
Luxembourg,Indonesia,83
Luxembourg,Iran (Islamic Republic of),1
Luxembourg,Israel,2
Luxembourg,Russian Federation,1
Luxembourg,Singapore,1
Luxembourg,South Africa,10
Luxembourg,Switzerland,102
Luxembourg,Tajikistan,2
Luxembourg,"Tanzania, United Republic of",2
Luxembourg,Thailand,12
Luxembourg,Turkey,1
Luxembourg,United Arab Emirates,12
Luxembourg,United Kingdom,5
Luxembourg,United States of America,1
Luxembourg,Viet Nam,8
Macao,Australia,9
Macao,Austria,24
Macao,Belgium,42
Macao,Belize,1
Macao,Canada,24
Macao,Chile,1
Macao,France,5478
Macao,Germany,8
Macao,Indonesia,6
Macao,Ireland,110
Macao,Italy,1457
Macao,Japan,265
Macao,Madagascar,4
Macao,Malaysia,8
Macao,Netherlands,128
Macao,Norway,2
Macao,Singapore,3411
Macao,South Korea,130
Macao,Spain,2
Macao,Switzerland,894
Macao,Thailand,316
Macao,United Kingdom,36
Macao,United States of America,51
Macao,Viet Nam,99
Madagascar,France,1690
Madagascar,Germany,1
Madagascar,Netherlands,434
Madagascar,Switzerland,5
Madagascar,Thailand,6
Malawi,South Africa,10
Malawi,Zimbabwe,3
Malaysia,Argentina,4
Malaysia,Australia,216
Malaysia,Austria,30
Malaysia,Cameroon,3
Malaysia,Canada,119
Malaysia,China,111
Malaysia,Colombia,8
Malaysia,Congo,1
Malaysia,Czech Republic,32
Malaysia,Democratic Republic of the Congo,13
Malaysia,Denmark,7
Malaysia,Egypt,4
Malaysia,El Salvador,8
Malaysia,Estonia,11
Malaysia,France,1803
Malaysia,Germany,81
Malaysia,Ghana,12
Malaysia,Hong Kong,328
Malaysia,Hungary,16
Malaysia,Indonesia,841
Malaysia,Ireland,52
Malaysia,Italy,410
Malaysia,Japan,224
Malaysia,Jordan,1
Malaysia,Kenya,47
Malaysia,Lao People's Democratic Republic,10
Malaysia,Macao,11
Malaysia,Mali,2
Malaysia,Netherlands,59
Malaysia,Papua New Guinea,10
Malaysia,Peru,8
Malaysia,Philippines,6
Malaysia,Portugal,22
Malaysia,Saudi Arabia,1
Malaysia,Senegal,1
Malaysia,Seychelles,4
Malaysia,Singapore,5883
Malaysia,Slovenia,7
Malaysia,Solomon Islands,2
Malaysia,South Africa,203
Malaysia,South Korea,34
Malaysia,Spain,12
Malaysia,Sri Lanka,25
Malaysia,Sudan,4
Malaysia,Switzerland,2062
Malaysia,Syrian Arab Republic,1
Malaysia,Taiwan,41
Malaysia,Thailand,239
Malaysia,Togo,24
Malaysia,Tonga,11
Malaysia,Ukraine,1
Malaysia,United Arab Emirates,1
Malaysia,United Kingdom,51
Malaysia,United States of America,26
Malaysia,Viet Nam,277
Malaysia,Zambia,16
Maldives,Austria,1
Maldives,Bangladesh,1
Maldives,Belgium,15
Maldives,Czech Republic,10
Maldives,Denmark,32
Maldives,France,212
Maldives,Germany,27
Maldives,Italy,11
Maldives,Kuwait,13
Maldives,Malaysia,1
Maldives,Netherlands,2625
Maldives,Philippines,30
Maldives,Senegal,4
Maldives,Singapore,114
Maldives,South Africa,98
Maldives,Sri Lanka,47
Maldives,Switzerland,2
Maldives,Thailand,316
Maldives,Uzbekistan,14
Mali,Belgium,30
Mali,France,9
Mali,Monaco,1
Mali,Netherlands,4
Mali,Niger,3
Mali,Senegal,3
Mali,South Africa,29
Mali,Spain,2
Mali,Sudan,1
Mali,Syrian Arab Republic,4
Malta,Canada,2
Malta,Gibraltar,1
Malta,Hong Kong,1
Malta,India,1
Malta,Kenya,1
Malta,Malaysia,1
Malta,South Africa,12
Malta,Switzerland,123
Malta,Thailand,10
Malta,United Kingdom,1
Martinique,Côte d'Ivoire,1
Martinique,Germany,10
Martinique,Thailand,98
Mauritania,Morocco,1
Mauritania,Thailand,4
Mauritius,Austria,2
Mauritius,China,3
Mauritius,Estonia,5
Mauritius,France,548
Mauritius,Germany,36
Mauritius,Italy,12
Mauritius,Singapore,4
Mauritius,South Africa,13
Mauritius,South Korea,2
Mauritius,Spain,2
Mauritius,Sweden,2
Mauritius,Switzerland,16
Mauritius,Thailand,97
Mauritius,Zambia,4
Mexico,Argentina,77
Mexico,Australia,205
Mexico,Austria,86
Mexico,Belize,2
Mexico,Bolivia (Plurinational State of),38
Mexico,Brazil,63
Mexico,Cameroon,2
Mexico,Canada,70
Mexico,China,13
Mexico,Colombia,519
Mexico,Costa Rica,75
Mexico,Croatia,3
Mexico,Cuba,89
Mexico,Czech Republic,11
Mexico,Côte d'Ivoire,65
Mexico,El Salvador,6
Mexico,Estonia,3
Mexico,Ethiopia,1
Mexico,France,1282
Mexico,Germany,390
Mexico,Ghana,8
Mexico,Guatemala,2
Mexico,Hong Kong,1
Mexico,India,30
Mexico,Indonesia,517
Mexico,Iran (Islamic Republic of),5
Mexico,Ireland,63
Mexico,Italy,926
Mexico,Japan,15
Mexico,Kyrgyzstan,61
Mexico,Malaysia,45
Mexico,Mozambique,7
Mexico,Netherlands,129
Mexico,Nicaragua,2
Mexico,Pakistan,9
Mexico,Panama,7
Mexico,Paraguay,9
Mexico,Peru,67
Mexico,Portugal,61
Mexico,Russian Federation,17
Mexico,Singapore,222
Mexico,South Africa,351
Mexico,Spain,2676
Mexico,Switzerland,1782
Mexico,Tajikistan,6
Mexico,"Tanzania, United Republic of",15
Mexico,Thailand,98
Mexico,Tonga,196
Mexico,Turkey,4
Mexico,United Arab Emirates,1
Mexico,United Kingdom,5
Mexico,United States of America,241
Mexico,Uruguay,12
Mexico,Zambia,49
Mexico,Zimbabwe,149
Micronesia (Federated States of),Palau,1
Moldova (Republic of),Austria,3
Moldova (Republic of),Belarus,35
Moldova (Republic of),China,3
Moldova (Republic of),Estonia,32
Moldova (Republic of),France,108
Moldova (Republic of),Germany,55
Moldova (Republic of),Indonesia,1
Moldova (Republic of),Italy,9
Moldova (Republic of),Netherlands,3356
Moldova (Republic of),Philippines,11
Moldova (Republic of),Romania,3
Moldova (Republic of),Russian Federation,30
Moldova (Republic of),Spain,2
Moldova (Republic of),Switzerland,12
Monaco,Canada,3
Monaco,China,2
Monaco,France,787
Monaco,Germany,227
Monaco,Indonesia,4
Monaco,Ireland,14
Monaco,Italy,746
Monaco,Japan,2
Monaco,Kyrgyzstan,1
Monaco,Netherlands,3
Monaco,Norway,2
Monaco,Spain,2
Monaco,Switzerland,255
Monaco,United Kingdom,33
Monaco,United States of America,1
Mongolia,Austria,8
Mongolia,Canada,1
Mongolia,Czech Republic,3
Mongolia,France,5
Mongolia,Germany,25
Mongolia,Hong Kong,1
Mongolia,Italy,6
Mongolia,Japan,5
Mongolia,Netherlands,3
Mongolia,Singapore,9
Mongolia,South Africa,2
Mongolia,Switzerland,4
Montenegro,Austria,7
Montenegro,Croatia,7
Montenegro,Czech Republic,1
Montenegro,Estonia,8
Montenegro,France,40
Montenegro,Germany,35
Montenegro,Italy,19
Montenegro,Latvia,5
Montenegro,Netherlands,2431
Montenegro,Poland,12
Montenegro,Russian Federation,2
Montenegro,Serbia,15
Montenegro,Slovenia,1
Montenegro,South Africa,1
Montenegro,Switzerland,39
Montserrat,Saint Kitts and Nevis,3
Morocco,Argentina,1
Morocco,Azerbaijan,1
Morocco,Belgium,29
Morocco,Canada,35
Morocco,China,3
Morocco,Czech Republic,2
Morocco,France,250
Morocco,Germany,79
Morocco,Guyana,12
Morocco,Indonesia,27
Morocco,Ireland,19
Morocco,Italy,47
Morocco,Netherlands,981
Morocco,Poland,2
Morocco,Saudi Arabia,69
Morocco,Senegal,1
Morocco,Singapore,8
Morocco,South Africa,2
Morocco,Spain,55
Morocco,Switzerland,165
Morocco,Thailand,3
Morocco,United Arab Emirates,12
Morocco,United States of America,2
Morocco,Viet Nam,4
Mozambique,Austria,3
Mozambique,France,1
Mozambique,Germany,1
Mozambique,Ghana,1
Mozambique,Malawi,1
Mozambique,Peru,1
Mozambique,South Africa,31
Myanmar,France,1
Myanmar,Germany,7
Myanmar,Hong Kong,12
Myanmar,Japan,3
Myanmar,Singapore,56
Myanmar,South Korea,2
Myanmar,Switzerland,8
Myanmar,Thailand,1
Nepal,Canada,1
Nepal,Italy,3
Nepal,Japan,7
Nepal,Netherlands,274
Nepal,South Africa,10
Nepal,Switzerland,16
Nepal,Thailand,4
Nepal,United Arab Emirates,1
Netherlands,Argentina,8
Netherlands,Aruba,10
Netherlands,Australia,1920
Netherlands,Belize,2
Netherlands,"Bonaire, Sint Eustatius and Saba",15
Netherlands,Brazil,99
Netherlands,Cameroon,3
Netherlands,Canada,194
Netherlands,Chile,12
Netherlands,China,1807
Netherlands,Colombia,11
Netherlands,Costa Rica,486
Netherlands,Cuba,20
Netherlands,Curaçao,15
Netherlands,Democratic Republic of the Congo,3
Netherlands,Dominican Republic,57
Netherlands,Egypt,9
Netherlands,Ethiopia,115
Netherlands,French Polynesia,11
Netherlands,Georgia,17
Netherlands,Ghana,6
Netherlands,Greenland,1
Netherlands,Guatemala,587
Netherlands,Guyana,1
Netherlands,Honduras,322
Netherlands,Hong Kong,13
Netherlands,Iceland,1
Netherlands,India,16
Netherlands,Indonesia,3628
Netherlands,Iran (Islamic Republic of),4
Netherlands,Israel,22
Netherlands,Japan,692
Netherlands,Jersey,1
Netherlands,Kenya,241
Netherlands,Kyrgyzstan,2
Netherlands,Madagascar,19
Netherlands,Malaysia,40
Netherlands,Mauritania,8
Netherlands,Mexico,49
Netherlands,Mongolia,2
Netherlands,Montenegro,1
Netherlands,Norway,12
Netherlands,Oman,1
Netherlands,Paraguay,2
Netherlands,Peru,12
Netherlands,Philippines,5
Netherlands,Qatar,2
Netherlands,Russian Federation,14
Netherlands,Singapore,89
Netherlands,Sint Maarten (Dutch part),2
Netherlands,South Africa,72
Netherlands,South Korea,61
Netherlands,Sri Lanka,5
Netherlands,Suriname,3
Netherlands,Switzerland,938
Netherlands,Taiwan,44
Netherlands,"Tanzania, United Republic of",1192
Netherlands,Thailand,350
Netherlands,Togo,4
Netherlands,Tonga,109
Netherlands,Turkey,1064
Netherlands,Ukraine,26
Netherlands,United Arab Emirates,5
Netherlands,United Kingdom,485
Netherlands,United States of America,178
Netherlands,Uruguay,1
Netherlands,Uzbekistan,21
Netherlands,Viet Nam,84
Netherlands,Zambia,2
Netherlands,Zimbabwe,394
New Caledonia,Germany,25
New Caledonia,Indonesia,3
New Caledonia,New Zealand,3
New Caledonia,Singapore,50
New Caledonia,Spain,4
New Caledonia,Thailand,74
New Caledonia,Vanuatu,1
New Zealand,Argentina,5
New Zealand,Australia,715
New Zealand,Belarus,28
New Zealand,Belgium,2
New Zealand,Canada,89
New Zealand,Cayman Islands,2
New Zealand,China,43
New Zealand,Cook Islands,37
New Zealand,Czech Republic,3
New Zealand,Denmark,12
New Zealand,Fiji,27
New Zealand,France,256
New Zealand,Germany,635
New Zealand,Hong Kong,98
New Zealand,India,6
New Zealand,Indonesia,150
New Zealand,Ireland,20
New Zealand,Italy,37
New Zealand,Jamaica,1
New Zealand,Japan,11
New Zealand,Kiribati,1
New Zealand,Kyrgyzstan,9
New Zealand,Macao,3
New Zealand,Malaysia,13
New Zealand,Netherlands,64
New Zealand,Papua New Guinea,1
New Zealand,Philippines,163
New Zealand,Russian Federation,7
New Zealand,Singapore,1632
New Zealand,South Africa,125
New Zealand,Spain,30
New Zealand,Sri Lanka,14
New Zealand,Switzerland,353
New Zealand,Taiwan,8
New Zealand,Tonga,79
New Zealand,Turkey,2
New Zealand,Ukraine,1
New Zealand,United Kingdom,44
New Zealand,United States of America,56
New Zealand,Uruguay,1
New Zealand,Vanuatu,1
New Zealand,Viet Nam,33
New Zealand,Zimbabwe,5
Nicaragua,Costa Rica,30
Nicaragua,France,10
Nicaragua,Germany,4
Nicaragua,Panama,1
Niger,France,1
Niger,Indonesia,3
Niger,Italy,1
Niger,Nigeria,4
Niger,South Africa,2
Niger,Thailand,6
Nigeria,Canada,1
Nigeria,France,54
Nigeria,Germany,10
Nigeria,Ireland,2
Nigeria,Italy,116
Nigeria,Netherlands,292
Nigeria,Niger,2
Nigeria,South Africa,25
Nigeria,Switzerland,75
Nigeria,Thailand,58
Nigeria,United Arab Emirates,3
Nigeria,United Kingdom,1
Nigeria,Zimbabwe,5
North Korea,France,4
North Korea,Greece,11
North Korea,Indonesia,1
North Korea,Italy,56
North Korea,Japan,288
North Korea,Malaysia,40
North Korea,Mexico,7
North Korea,Peru,1
North Korea,South Africa,9
North Korea,Spain,1
North Korea,Sri Lanka,3
North Korea,Switzerland,1
North Korea,Turkey,1
North Korea,Zambia,1
North Macedonia,Austria,16
North Macedonia,Bulgaria,1
North Macedonia,Czech Republic,6
North Macedonia,Estonia,22
North Macedonia,France,99
North Macedonia,Germany,40
North Macedonia,Hungary,5
North Macedonia,Italy,6
North Macedonia,Netherlands,2392
North Macedonia,Russian Federation,1
North Macedonia,Serbia,4
North Macedonia,South Africa,1
North Macedonia,Switzerland,23
North Macedonia,Ukraine,1
North Macedonia,United Arab Emirates,1
Northern Mariana Islands,Palau,8
Norway,Australia,30
Norway,Austria,551
Norway,Belgium,156
Norway,Bulgaria,57
Norway,Canada,296
Norway,China,4
Norway,Colombia,3
Norway,Croatia,3
Norway,Czech Republic,7
Norway,Denmark,758
Norway,Estonia,2
Norway,Faroe Islands,1
Norway,Finland,31
Norway,France,846
Norway,Germany,824
Norway,Greece,23
Norway,Greenland,6
Norway,Guernsey,2
Norway,Hong Kong,3
Norway,Hungary,2
Norway,Iceland,2
Norway,India,2
Norway,Indonesia,479
Norway,Israel,3
Norway,Italy,181
Norway,Japan,87
Norway,Kyrgyzstan,2
Norway,Latvia,4
Norway,Lebanon,1
Norway,Malaysia,3
Norway,Mexico,3
Norway,Mongolia,1
Norway,Mozambique,1
Norway,Netherlands,44696
Norway,Peru,4
Norway,Philippines,1
Norway,Poland,15
Norway,Qatar,6
Norway,Romania,1
Norway,Russian Federation,6
Norway,Singapore,2
Norway,Slovakia,2
Norway,Slovenia,7
Norway,South Africa,146
Norway,Spain,49
Norway,Svalbard and Jan Mayen,9
Norway,Sweden,113
Norway,Switzerland,1207
Norway,"Tanzania, United Republic of",1
Norway,Thailand,30
Norway,Turkey,2
Norway,United Kingdom,189
Norway,United States of America,13
Norway,Uruguay,17
Norway,Viet Nam,1
Norway,Zimbabwe,34
Oman,Bahrain,93
Oman,Bangladesh,2
Oman,Belgium,31
Oman,China,6
Oman,Czech Republic,32
Oman,Denmark,1
Oman,Estonia,2
Oman,France,75
Oman,Germany,48
Oman,India,1
Oman,Indonesia,63
Oman,Iran (Islamic Republic of),15
Oman,Ireland,5
Oman,Italy,63
Oman,Jordan,85
Oman,Kuwait,21
Oman,Kyrgyzstan,1
Oman,Lebanon,298
Oman,Mali,3
Oman,Netherlands,2688
Oman,Pakistan,51
Oman,Philippines,1
Oman,Portugal,1
Oman,Qatar,8
Oman,Saudi Arabia,109
Oman,Senegal,9
Oman,Singapore,4
Oman,Slovakia,2
Oman,Solomon Islands,28
Oman,South Africa,3
Oman,Spain,1
Oman,Switzerland,155
Oman,Syrian Arab Republic,10
Oman,Taiwan,5
Oman,Thailand,831
Oman,United Arab Emirates,86
Oman,United Kingdom,29
Oman,United States of America,4
Oman,Viet Nam,253
Pakistan,Bahrain,2
Pakistan,Belgium,96
Pakistan,Canada,2
Pakistan,China,3
Pakistan,Cyprus,6
Pakistan,Czech Republic,5
Pakistan,Democratic Republic of the Congo,1
Pakistan,France,36
Pakistan,Germany,93
Pakistan,Indonesia,195
Pakistan,Iran (Islamic Republic of),1
Pakistan,Ireland,1
Pakistan,Italy,10
Pakistan,Kuwait,23
Pakistan,Lebanon,24
Pakistan,Nepal,14
Pakistan,Netherlands,104
Pakistan,Oman,3
Pakistan,Paraguay,2
Pakistan,Philippines,81
Pakistan,Qatar,3
Pakistan,Saudi Arabia,4
Pakistan,Senegal,1
Pakistan,Singapore,1
Pakistan,South Africa,319
Pakistan,Spain,3
Pakistan,Switzerland,108
Pakistan,Thailand,10
Pakistan,United Arab Emirates,62
Pakistan,United Kingdom,1
Pakistan,Viet Nam,3
Pakistan,Zimbabwe,3
Palau,Thailand,2
Panama,Austria,4
Panama,Canada,12
Panama,Chile,1
Panama,China,1
Panama,Costa Rica,44
Panama,Cuba,56
Panama,Curaçao,13
Panama,Czech Republic,2
Panama,El Salvador,5
Panama,France,339
Panama,Germany,156
Panama,Ireland,1
Panama,Israel,3
Panama,Italy,28
Panama,Japan,15
Panama,Mexico,5
Panama,South Korea,2
Panama,Spain,10
Panama,Suriname,9
Panama,Switzerland,83
Panama,Taiwan,6
Panama,Thailand,8
Panama,United Kingdom,2
Panama,United States of America,26
Panama,Zimbabwe,8
Papua New Guinea,Philippines,5
Papua New Guinea,South Africa,1
Paraguay,Argentina,3
Paraguay,China,2
Paraguay,France,9
Paraguay,Germany,57
Paraguay,Spain,1
Paraguay,Switzerland,8
Paraguay,Uruguay,4
Paraguay,Zimbabwe,2
Peru,Argentina,8
Peru,Brazil,16
Peru,Canada,8
Peru,Czech Republic,6
Peru,Ecuador,194
Peru,El Salvador,1
Peru,France,123
Peru,Germany,68
Peru,India,1
Peru,Indonesia,77
Peru,Ireland,1
Peru,Italy,23
Peru,Mexico,2
Peru,Portugal,1
Peru,Singapore,1
Peru,South Africa,21
Peru,Spain,11
Peru,Switzerland,48
Peru,Thailand,5
Peru,United Kingdom,3
Philippines,Austria,7
Philippines,Belgium,18
Philippines,Brazil,22
Philippines,Canada,10
Philippines,Chile,1
Philippines,China,79
Philippines,Czech Republic,49
Philippines,Denmark,1
Philippines,France,197
Philippines,Germany,171
Philippines,Hong Kong,88
Philippines,Indonesia,82
Philippines,Ireland,24
Philippines,Italy,356
Philippines,Japan,75
Philippines,Lao People's Democratic Republic,3
Philippines,Lebanon,1
Philippines,Malaysia,108
Philippines,Mexico,1
Philippines,Netherlands,217
Philippines,New Zealand,15
Philippines,Qatar,4
Philippines,Romania,1
Philippines,Russian Federation,4
Philippines,Saudi Arabia,2
Philippines,Singapore,1565
Philippines,Slovakia,4
Philippines,South Africa,18
Philippines,South Korea,14
Philippines,Spain,19
Philippines,Sudan,3
Philippines,Switzerland,177
Philippines,Syrian Arab Republic,1
Philippines,Taiwan,2
Philippines,Thailand,694
Philippines,Trinidad and Tobago,1
Philippines,Ukraine,1
Philippines,United Arab Emirates,8
Philippines,United Kingdom,30
Philippines,United States of America,31
Philippines,Uruguay,6
Philippines,Viet Nam,8
Poland,Argentina,2
Poland,Australia,1401
Poland,Belarus,8
Poland,Bolivia (Plurinational State of),2
Poland,Cameroon,2
Poland,Canada,28
Poland,China,2
Poland,Colombia,5
Poland,Congo,2
Poland,Ghana,11
Poland,Greenland,4
Poland,Guatemala,6
Poland,Hong Kong,3
Poland,India,148
Poland,Indonesia,3637
Poland,Japan,11
Poland,Kenya,30
Poland,Kuwait,2
Poland,Kyrgyzstan,17
Poland,Malaysia,2
Poland,Mexico,20
Poland,Mozambique,2
Poland,North Macedonia,8
Poland,Norway,18
Poland,Pakistan,4
Poland,Papua New Guinea,1
Poland,Peru,6
Poland,Qatar,2
Poland,Russian Federation,53
Poland,Serbia,1
Poland,Singapore,11
Poland,South Africa,241
Poland,South Korea,42
Poland,Sri Lanka,2
Poland,Switzerland,458
Poland,Taiwan,17
Poland,"Tanzania, United Republic of",4
Poland,Thailand,308
Poland,Turkey,11
Poland,Uganda,2
Poland,Ukraine,7
Poland,United Arab Emirates,3
Poland,United Kingdom,20
Poland,United States of America,11
Poland,Uzbekistan,11
Poland,Viet Nam,35
Poland,Zimbabwe,55
Portugal,Angola,1
Portugal,Argentina,32
Portugal,Australia,76
Portugal,Brazil,16
Portugal,Canada,13
Portugal,China,21
Portugal,Democratic Republic of the Congo,20
Portugal,Gabon,1
Portugal,Hong Kong,1
Portugal,India,5
Portugal,Indonesia,310
Portugal,Iran (Islamic Republic of),7
Portugal,Japan,23
Portugal,Jersey,1
Portugal,Kenya,1
Portugal,Kyrgyzstan,4
Portugal,Mongolia,1
Portugal,Mozambique,5
Portugal,Peru,4
Portugal,Russian Federation,11
Portugal,Sao Tome and Principe,5
Portugal,Senegal,9
Portugal,Singapore,7
Portugal,South Africa,51
Portugal,Switzerland,1570
Portugal,Taiwan,12
Portugal,Thailand,24
Portugal,Togo,1
Portugal,Turkey,2
Portugal,United Arab Emirates,17
Portugal,United Kingdom,45
Portugal,United States of America,11
Portugal,Uzbekistan,2
Portugal,Venezuela (Bolivarian Republic of),2
Portugal,Zambia,1
Portugal,Zimbabwe,6
Puerto Rico,Brazil,4
Puerto Rico,Colombia,1
Puerto Rico,Costa Rica,1
Puerto Rico,France,1
Puerto Rico,Ireland,5
Puerto Rico,Italy,2
Puerto Rico,Nicaragua,16
Puerto Rico,Spain,14
Puerto Rico,Switzerland,12
Puerto Rico,Thailand,233
Qatar,Australia,3
Qatar,Austria,162
Qatar,Bangladesh,15
Qatar,Belgium,39
Qatar,Canada,4
Qatar,China,15
Qatar,Colombia,13
Qatar,Costa Rica,1
Qatar,Czech Republic,326
Qatar,Eswatini,10
Qatar,France,3830
Qatar,Germany,698
Qatar,Hungary,3
Qatar,India,27
Qatar,Indonesia,356
Qatar,Iran (Islamic Republic of),1
Qatar,Ireland,190
Qatar,Italy,1665
Qatar,Japan,24
Qatar,Jordan,75
Qatar,Kazakhstan,1
Qatar,Kuwait,306
Qatar,Kyrgyzstan,35
Qatar,Latvia,1
Qatar,Lebanon,55
Qatar,Malaysia,11
Qatar,Mongolia,11
Qatar,Netherlands,3886
Qatar,Philippines,3
Qatar,Poland,33
Qatar,Portugal,3
Qatar,Romania,6
Qatar,Russian Federation,54
Qatar,Senegal,4
Qatar,Singapore,1102
Qatar,Slovakia,4
Qatar,South Africa,1370
Qatar,Spain,673
Qatar,Sri Lanka,9
Qatar,Sudan,61
Qatar,Switzerland,1305
Qatar,Syrian Arab Republic,2
Qatar,Thailand,821
Qatar,Turkey,2
Qatar,United Arab Emirates,67
Qatar,United Kingdom,1367
Qatar,United States of America,23
Qatar,Uzbekistan,4
Qatar,Viet Nam,168
Qatar,Zambia,2
Romania,Argentina,1
Romania,Azerbaijan,1
Romania,Belarus,4
Romania,Canada,5
Romania,China,2
Romania,Greenland,1
Romania,Hong Kong,18
Romania,India,1
Romania,Indonesia,2
Romania,Iran (Islamic Republic of),1
Romania,Israel,1
Romania,Japan,3
Romania,Kyrgyzstan,12
Romania,Peru,7
Romania,Russian Federation,10
Romania,Singapore,13
Romania,South Africa,80
Romania,Switzerland,368
Romania,Taiwan,11
Romania,Tajikistan,2
Romania,"Tanzania, United Republic of",2
Romania,Thailand,35
Romania,Turkey,7
Romania,Ukraine,2
Romania,United Arab Emirates,3
Romania,Zimbabwe,25
Russian Federation,Argentina,4
Russian Federation,Armenia,2122
Russian Federation,Austria,229
Russian Federation,Azerbaijan,32
Russian Federation,Belarus,182
Russian Federation,Belgium,2
Russian Federation,Bosnia and Herzegovina,1
Russian Federation,Brazil,795
Russian Federation,Cameroon,28
Russian Federation,Canada,32
Russian Federation,China,152
Russian Federation,Colombia,32
Russian Federation,Croatia,2
Russian Federation,Czech Republic,57
Russian Federation,Denmark,8
Russian Federation,Estonia,1
Russian Federation,Ethiopia,2
Russian Federation,France,4004
Russian Federation,Germany,1724
Russian Federation,Ghana,2
Russian Federation,Greece,134
Russian Federation,Guyana,3
Russian Federation,Hong Kong,4
Russian Federation,Hungary,4
Russian Federation,India,1
Russian Federation,Indonesia,1589
Russian Federation,Iran (Islamic Republic of),19
Russian Federation,Ireland,67
Russian Federation,Israel,1
Russian Federation,Italy,4609
